PropertyNamespacePrefix,PropertyName,QualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,Definition,TypeNamespacePrefix,TypeName,QualifiedType,SubstitutionGroupPropertyNamespacePrefix,SubstitutionGroupPropertyName,SubstitutionGroupQualifiedProperty
j,ObligationComputation,j:ObligationComputation,TRUE,FALSE,,,,A set of details describing the obligations assumed by subject as a part of supervised release conditions and requirements.,j,ObligationComputationType,j:ObligationComputationType,,,
j,ObligationComputationAugmentationPoint,j:ObligationComputationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ObligationComputationType.,,,,,,
j,ObligationComputationDate,j:ObligationComputationDate,TRUE,FALSE,,,,A date an obligation computation was completed.,nc,DateType,nc:DateType,,,
j,ObligationComputationPaidAmount,j:ObligationComputationPaidAmount,TRUE,FALSE,,,,A portion of the total financial obligations paid.,nc,AmountType,nc:AmountType,,,
j,ObligationComputationTotalAmount,j:ObligationComputationTotalAmount,TRUE,FALSE,,,,A total sum of all financial obligations charged/assumed by subject as a part of supervised release.,nc,AmountType,nc:AmountType,,,
nc,ObligationDateRange,nc:ObligationDateRange,TRUE,FALSE,,,,A date range of an obligation.,nc,DateRangeType,nc:DateRangeType,,,
j,ObligationDelinquentAmount,j:ObligationDelinquentAmount,TRUE,FALSE,,,,A dollar amount that is delinquent for Child Support.,nc,AmountType,nc:AmountType,,,
nc,ObligationDue,nc:ObligationDue,TRUE,TRUE,,,,A data concept for an amount of money or quantity of time still required to be spent in order to fulfill an obligation.,,,,,,
nc,ObligationDueAmount,nc:ObligationDueAmount,TRUE,FALSE,,,,An amount of a payment obligation that has not been made.,nc,AmountType,nc:AmountType,nc,ObligationDue,nc:ObligationDue
nc,ObligationDueDate,nc:ObligationDueDate,TRUE,FALSE,,,,A date by which an obligation must be fulfilled.,nc,DateType,nc:DateType,,,
nc,ObligationDueDuration,nc:ObligationDueDuration,TRUE,FALSE,,,,A quantity of time still required to be spent in order to fulfill an obligation.,niem-xs,duration,niem-xs:duration,nc,ObligationDue,nc:ObligationDue
j,ObligationDueToOrganizationAssociation,j:ObligationDueToOrganizationAssociation,TRUE,FALSE,,,,A relationship between an organization and an obligation.,j,ObligationDueToOrganizationAssociationType,j:ObligationDueToOrganizationAssociationType,,,
j,ObligationDueToOrganizationAssociationAugmentationPoint,j:ObligationDueToOrganizationAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ObligationDueToOrganizationAssociationType.,,,,,,
j,ObligationDueToPersonAssociation,j:ObligationDueToPersonAssociation,TRUE,FALSE,,,,A relationship between a person and an obligation.,j,ObligationDueToPersonAssociationType,j:ObligationDueToPersonAssociationType,,,
j,ObligationDueToPersonAssociationAugmentationPoint,j:ObligationDueToPersonAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ObligationDueToPersonAssociationType.,,,,,,
nc,ObligationEntity,nc:ObligationEntity,TRUE,FALSE,,,Examples include: a person who must pay a fine.,An entity that must fulfill an obligation.,nc,EntityType,nc:EntityType,,,
nc,ObligationExemption,nc:ObligationExemption,TRUE,FALSE,,,,A waival or dismissal of an obligation.,nc,ObligationExemptionType,nc:ObligationExemptionType,,,
nc,ObligationExemptionAugmentationPoint,nc:ObligationExemptionAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ObligationExemptionType.,,,,,,
nc,ObligationExemptionDescriptionText,nc:ObligationExemptionDescriptionText,TRUE,FALSE,,,,A description of an exemption from an obligation.,nc,TextType,nc:TextType,,,
nc,ObligationExemptionIndicator,nc:ObligationExemptionIndicator,TRUE,FALSE,,,,True if an obligation has been waived or dismissed; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
it,ObligationGuarantee,it:ObligationGuarantee,TRUE,FALSE,,,,A set of details of how the obligation will be fulfilled,it,ObligationGuaranteeType,it:ObligationGuaranteeType,,,
it,ObligationGuaranteeAugmentationPoint,it:ObligationGuaranteeAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ObligationGuaranteeType.,,,,,,
j,ObligationInterestRate,j:ObligationInterestRate,TRUE,FALSE,,,,A rate of interest set against an outstanding obligation.,nc,PercentType,nc:PercentType,,,
j,ObligationOrganizationAssociation,j:ObligationOrganizationAssociation,TRUE,FALSE,,,,An association between an obligation and an organization.,j,ObligationOrganizationAssociationType,j:ObligationOrganizationAssociationType,,,
j,ObligationOrganizationAssociationAugmentationPoint,j:ObligationOrganizationAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ObligationOrganizationAssociationType.,,,,,,
nc,ObligationPaid,nc:ObligationPaid,TRUE,TRUE,,,,A data concept for an amount of money or quantity of time that has been spent towards fulfilling an obligation.,,,,,,
nc,ObligationPaidAmount,nc:ObligationPaidAmount,TRUE,FALSE,,,,An amount of a payment obligation that has been made.,nc,AmountType,nc:AmountType,nc,ObligationPaid,nc:ObligationPaid
nc,ObligationPaidDate,nc:ObligationPaidDate,TRUE,FALSE,,,,A date an obligation was fulfilled.,nc,DateType,nc:DateType,,,
nc,ObligationPaidDuration,nc:ObligationPaidDuration,TRUE,FALSE,,,,A quantity of time that has been spent towards fulfilling an obligation.,niem-xs,duration,niem-xs:duration,nc,ObligationPaid,nc:ObligationPaid
nc,ObligationPeriodText,nc:ObligationPeriodText,TRUE,FALSE,,"weekly, monthly, yearly",,An interval or period at which an obligation is required to be fulfilled.,nc,TextType,nc:TextType,,,
j,ObligationPersonAssociation,j:ObligationPersonAssociation,TRUE,FALSE,,,,An association between an obligation and a person.,j,ObligationPersonAssociationType,j:ObligationPersonAssociationType,,,
j,ObligationPersonAssociationAugmentationPoint,j:ObligationPersonAssociationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ObligationPersonAssociationType.,,,,,,
nc,ObligationProgressDescriptionText,nc:ObligationProgressDescriptionText,TRUE,FALSE,,,,A description of the progress that has been made in fulfilling an obligation.,nc,TextType,nc:TextType,,,
nc,ObligationRecipient,nc:ObligationRecipient,TRUE,FALSE,,,This could be a person to whom a payment must be made.,An entity to whom an obligation must be fulfilled.,nc,EntityType,nc:EntityType,,,
nc,ObligationRecurrence,nc:ObligationRecurrence,TRUE,FALSE,,,,A periodic basis on which an obligation must be met.,nc,ObligationRecurrenceType,nc:ObligationRecurrenceType,,,
nc,ObligationRecurrenceAugmentationPoint,nc:ObligationRecurrenceAugmentationPoint,TRUE,TRUE,,,,An augmentation point for ObligationRecurrenceType.,,,,,,
nc,ObligationRequirementDescriptionText,nc:ObligationRequirementDescriptionText,TRUE,FALSE,,,This could be an amount of money due or an amount of time in service due.,A description of what is necessary in order to fulfill an obligation.,nc,TextType,nc:TextType,,,
j,ObligationSuspendedAmount,j:ObligationSuspendedAmount,TRUE,FALSE,,,,An amount of an obligation which has been suspended.,nc,AmountType,nc:AmountType,,,
nc,ObligationTotal,nc:ObligationTotal,TRUE,TRUE,,,,A data concept for an amount of money or quantity of time that must be spent in order to fulfill an obligation.,,,,,,
nc,ObligationTotalAmount,nc:ObligationTotalAmount,TRUE,FALSE,,,,A total amount of money to be charged or paid to meet a financial obligation.,nc,AmountType,nc:AmountType,nc,ObligationTotal,nc:ObligationTotal
nc,ObligationTotalDuration,nc:ObligationTotalDuration,TRUE,FALSE,,,,A quantity of time that must be spent in order to fulfill an obligation.,niem-xs,duration,niem-xs:duration,nc,ObligationTotal,nc:ObligationTotal
mo,Observation,mo:Observation,TRUE,FALSE,,,,"A time, location and information of an observation.",mo,ObservationType,mo:ObservationType,,,
mo,ObservationAugmentationPoint,mo:ObservationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type mo:ObservationType,,,,,,
mo,ObservationDateTime,mo:ObservationDateTime,TRUE,FALSE,,,,"A Date Time Group when this object was observed with the given information. Not to be confused with the Publish Time, which indicates when the system published the message.",mo,ZuluDateTimeType,mo:ZuluDateTimeType,,,
mo,ObservationEmergencyIndicator,mo:ObservationEmergencyIndicator,TRUE,FALSE,,,,True if an observed object is in a state of emergency; False otherwise.,niem-xs,boolean,niem-xs:boolean,,,
mo,ObservationIDURI,mo:ObservationIDURI,TRUE,FALSE,,,,A globally unique identification of the observation of a track (note: not the track itself).,niem-xs,anyURI,niem-xs:anyURI,,,
mo,ObservationOPEXCode,mo:ObservationOPEXCode,TRUE,FALSE,,,,"A designator specifying whether observation was a part of an operation, exercise or simulation.",mo,OPEXCodeType,mo:OPEXCodeType,,,
mo,ObservationTrackIDURI,mo:ObservationTrackIDURI,TRUE,FALSE,,,,A globally unique identification of the track being observed.,niem-xs,anyURI,niem-xs:anyURI,,,
mo,ObservedObject2DGeospatialCoordinate,mo:ObservedObject2DGeospatialCoordinate,TRUE,FALSE,,,,A latitude and longitude of an observed object.,nc,Location2DGeospatialCoordinateType,nc:Location2DGeospatialCoordinateType,,,
mo,ObservedObjectActivityAbstract,mo:ObservedObjectActivityAbstract,TRUE,TRUE,,,,A data concept for an activity of an observed object.,,,,,,
mo,ObservedObjectAllegianceCountryAbstract,mo:ObservedObjectAllegianceCountryAbstract,TRUE,TRUE,,,,A data concept for a country of allegiance of an observed object.,,,,,,
mo,ObservedObjectBattleDimensionAbstract,mo:ObservedObjectBattleDimensionAbstract,TRUE,TRUE,,,,A data concept for a primary mission area for an observed object.,,,,,,
mo,ObservedObjectIDAbstract,mo:ObservedObjectIDAbstract,TRUE,TRUE,,,,A data concept for an identifier of an observed battlespace object.,,,,,,
mo,ObservedObjectLocation,mo:ObservedObjectLocation,TRUE,FALSE,,,,A location of an observed object.,mo,ObservedObjectLocationType,mo:ObservedObjectLocationType,,,
mo,ObservedObjectLocationAugmentationPoint,mo:ObservedObjectLocationAugmentationPoint,TRUE,TRUE,,,,An augmentation point for type mo:ObservedObjectLocationType,,,,,,
mo,ObservedObjectLocationDerivationCode,mo:ObservedObjectLocationDerivationCode,TRUE,FALSE,,,,A code indicating the method used to generate a location of an observed object.,mo,LocationCreationCodeType,mo:LocationCreationCodeType,,,
mo,ObservedObjectMotion,mo:ObservedObjectMotion,TRUE,FALSE,,,,A speed and course of an observed object.,mo,MotionType,mo:MotionType,,,
mo,ObservedObjectName,mo:ObservedObjectName,TRUE,FALSE,,,,A name of an observed object.,nc,TextType,nc:TextType,,,
mo,ObservedObjectPlatformAbstract,mo:ObservedObjectPlatformAbstract,TRUE,TRUE,,,,A data concept for a platform of an observed object.,,,,,,
mo,ObservedObjectSpecificPlatformAbstract,mo:ObservedObjectSpecificPlatformAbstract,TRUE,TRUE,,,,A data concept for a specific platform of an observed object.,,,,,,
mo,ObservedObjectStandardIdentityCode,mo:ObservedObjectStandardIdentityCode,TRUE,FALSE,,,,A designator for a standard identity of an observed object.,mo,StandardIdentityCodeType,mo:StandardIdentityCodeType,mo,ObservedObjectStandardIdentityCodeAbstract,mo:ObservedObjectStandardIdentityCodeAbstract
mo,ObservedObjectStandardIdentityCodeAbstract,mo:ObservedObjectStandardIdentityCodeAbstract,TRUE,TRUE,,,,A data concept for a designator for standard identity codes.,,,,,,
mo,ObservedObjectSymbolAbstract,mo:ObservedObjectSymbolAbstract,TRUE,TRUE,,,,A data concept for a military symbol code often used to display the track on a GUI.,,,,,,
cbrn,OccupancyIndicator,cbrn:OccupancyIndicator,TRUE,FALSE,,,,True if the radiation measurement instrument detects the presence of an item; false otherwise.  Indicates the presence of a measured item in the field of view of the radiation measurement instrument during the period of time defined by the parent RadMeasurement element.  It will be,niem-xs,boolean,niem-xs:boolean,,,
j,OccupantAirBagDeployed,j:OccupantAirBagDeployed,TRUE,TRUE,,,,A data concept for a deployment status of an air bag relative to the position in the vehicle for this occupant.,,,,,,
j,OccupantAirBagDeployedCode,j:OccupantAirBagDeployedCode,TRUE,FALSE,,,,A deployment status of an air bag relative to the position in the vehicle for this occupant.,mmucc,OccupantAirBagDeployedCodeType,mmucc:OccupantAirBagDeployedCodeType,j,OccupantAirBagDeployed,j:OccupantAirBagDeployed
j,OccupantEjection,j:OccupantEjection,TRUE,TRUE,,,,"A data concept for an occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",,,,,,
j,OccupantEjectionCode,j:OccupantEjectionCode,TRUE,FALSE,,,,"An occupant completely or partially thrown from the interior of the motor vehicle, excluding motorcycles, as a result of a crash.",mmucc,OccupantEjectionCodeType,mmucc:OccupantEjectionCodeType,j,OccupantEjection,j:OccupantEjection
j,OccupantProtectionSystemUse,j:OccupantProtectionSystemUse,TRUE,TRUE,,,,"A data concept for a restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",,,,,,
j,OccupantProtectionSystemUseCode,j:OccupantProtectionSystemUseCode,TRUE,FALSE,,,,"A restraint equipment in use by the occupant, or the helmet use by a motorcyclist, at the time of the crash.",mmucc,OccupantProtectionSystemUseCodeType,mmucc:OccupantProtectionSystemUseCodeType,j,OccupantProtectionSystemUse,j:OccupantProtectionSystemUse
j,OccupantSeat,j:OccupantSeat,TRUE,TRUE,,,,A data concept for an occupant's seat in the motor vehicle prior to the first event in the sequence of events.,,,,,,
j,OccupantSeatCode,j:OccupantSeatCode,TRUE,FALSE,,,,An occupant's seat in the motor vehicle prior to the first event in the sequence of events.,mmucc,OccupantSeatCodeType,mmucc:OccupantSeatCodeType,j,OccupantSeat,j:OccupantSeat
j,OccupantSeatOtherLocation,j:OccupantSeatOtherLocation,TRUE,TRUE,,,,A data concept for a location of the vehicle occupant prior to the first event in the sequence of events.,,,,,,
j,OccupantSeatOtherLocationCode,j:OccupantSeatOtherLocationCode,TRUE,FALSE,,,,A location of the vehicle occupant prior to the first event in the sequence of events.,mmucc,OccupantSeatOtherLocationCodeType,mmucc:OccupantSeatOtherLocationCodeType,j,OccupantSeatOtherLocation,j:OccupantSeatOtherLocation
j,OccupantSeatRow,j:OccupantSeatRow,TRUE,TRUE,,,,A data concept for an occupant's seat row in the motor vehicle prior to the first event in the sequence of events.,,,,,,
j,OccupantSeatRowCode,j:OccupantSeatRowCode,TRUE,FALSE,,,,An occupant's seat row in the motor vehicle prior to the first event in the sequence of events.,mmucc,OccupantSeatRowCodeType,mmucc:OccupantSeatRowCodeType,j,OccupantSeatRow,j:OccupantSeatRow
scr,OccupationCategoryCode,scr:OccupationCategoryCode,TRUE,FALSE,,"Supermodel, Farmer, Construction Worker",,A kind of occupation.,scr,OccupationCategoryCodeType,scr:OccupationCategoryCodeType,,,
intel,OccupationName,intel:OccupationName,TRUE,FALSE,,"taxi driver, chef, scientist",,A name of an occupation.,nc,TextType,nc:TextType,,,
nc,OdometerReadingMeasure,nc:OdometerReadingMeasure,TRUE,FALSE,,,,A measure of elapsed distance traveled as determined by an odometer.,nc,MeasureType,nc:MeasureType,,,
cyfs,OffenderCulpabilityText,cyfs:OffenderCulpabilityText,TRUE,FALSE,,,,A description of the offender's culpability.,nc,TextType,nc:TextType,,,
j,Offense,j:Offense,TRUE,FALSE,,,,"An act or a course of action which may constitute a violation of a criminal statute, ordinance or rule that occurred during an incident.",j,OffenseType,j:OffenseType,,,
j,OffenseAlcoholDrugConnectedIndicator,j:OffenseAlcoholDrugConnectedIndicator,TRUE,FALSE,,,,True if alcohol or a drug was connected with offense; false otherwise.,niem-xs,boolean,niem-xs:boolean,,,
j,OffenseAPCOCode,j:OffenseAPCOCode,TRUE,FALSE,,,,An offense designation as specified by APCO.,apco,IncidentCategoryCodeType,apco:IncidentCategoryCodeType,j,OffenseDesignation,j:OffenseDesignation
j,OffenseArrestAssociation,j:OffenseArrestAssociation,TRUE,FALSE,,,,A relationship between an offense and the arrest of a subject alleged to have committed the offense.,j,OffenseArrestAssociationType,j:OffenseArrestAssociationType,,,
