TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
biom,RestorationDataGranularityCodeType,biom:RestorationDataGranularityCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the level of restoration and surface information coded in Field 12.010: Tooth data detail / TDD.,,,,,,
biom,RidgeCountType,biom:RidgeCountType,CCC,FALSE,FALSE,FALSE,,,,A data type for a ridge count between two minutiae,,,,,,
scr,RiskCategoryCodeSimpleType,scr:RiskCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type describing the kinds of risk categories for screening purposes,scr,RiskCategoryCodeType,scr:RiskCategoryCodeType,,,
scr,RiskCategoryCodeType,scr:RiskCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type describing the kinds of risk categories for screening purposes,,,,,,
ndex,RiskLevelCodeSimpleType,ndex:RiskLevelCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a code that identifies a risk level corresponding to the assessment score estimating the likelihood that the offender will recidivate during his or her term of supervision.,ndex,RiskLevelCodeType,ndex:RiskLevelCodeType,,,
ndex,RiskLevelCodeType,ndex:RiskLevelCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a code that identifies a risk level corresponding to the assessment score estimating the likelihood that the offender will recidivate during his or her term of supervision.,,,,,,
j,RiskType,j:RiskType,CCC,FALSE,FALSE,FALSE,,,,A data type for a field from COMPAS that identifies the risk that needs to be addressed during programming for community rehabilitation.,,,,,,
ncic,RMICodeSimpleType,ncic:RMICodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for Ransom Money Indicator.,ncic,RMICodeType,ncic:RMICodeType,,,
ncic,RMICodeType,ncic:RMICodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for Ransom Money Indicator.,,,,,,
st,RoadwayAccessControlCodeSimpleType,st:RoadwayAccessControlCodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for the degree that access to abutting land is fully, partially or not controlled by a public authority.",st,RoadwayAccessControlCodeType,st:RoadwayAccessControlCodeType,,,
st,RoadwayAccessControlCodeType,st:RoadwayAccessControlCodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for the degree that access to abutting land is fully, partially or not controlled by a public authority.",,,,,,
st,RoadwayAnnualAverageDailyTrafficType,st:RoadwayAnnualAverageDailyTrafficType,CCC,FALSE,FALSE,FALSE,,,,"A data type for the average number of motor vehicles passing a point on a trafficway in a day, for all days of the year, during a specified calendar year.",,,,,,
st,RoadwayFunctionalClassCodeSimpleType,st:RoadwayFunctionalClassCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the character of service or function of streets or highways.,st,RoadwayFunctionalClassCodeType,st:RoadwayFunctionalClassCodeType,,,
st,RoadwayFunctionalClassCodeType,st:RoadwayFunctionalClassCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the character of service or function of streets or highways.,,,,,,
mmucc,RoadwayGradeCodeSimpleType,mmucc:RoadwayGradeCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,mmucc,RoadwayGradeCodeType,mmucc:RoadwayGradeCodeType,,,
mmucc,RoadwayGradeCodeType,mmucc:RoadwayGradeCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the grade characteristics of the roadway in the direction of travel for this vehicle.,,,,,,
mmucc,RoadwayHorizontalAlignmentCodeSimpleType,mmucc:RoadwayHorizontalAlignmentCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the horizontal geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,mmucc,RoadwayHorizontalAlignmentCodeType,mmucc:RoadwayHorizontalAlignmentCodeType,,,
mmucc,RoadwayHorizontalAlignmentCodeType,mmucc:RoadwayHorizontalAlignmentCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the horizontal geometric or layout and inclination characteristics of the roadway in the direction of travel for this vehicle.,,,,,,
st,RoadwayIntersectionTrafficControlCategoryCodeSimpleType,st:RoadwayIntersectionTrafficControlCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of traffic control device at intersection where crash occurred.,st,RoadwayIntersectionTrafficControlCategoryCodeType,st:RoadwayIntersectionTrafficControlCategoryCodeType,,,
st,RoadwayIntersectionTrafficControlCategoryCodeType,st:RoadwayIntersectionTrafficControlCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of traffic control device at intersection where crash occurred.,,,,,,
st,RoadwayLightingCodeSimpleType,st:RoadwayLightingCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for a kind of roadway illumination.,st,RoadwayLightingCodeType,st:RoadwayLightingCodeType,,,
st,RoadwayLightingCodeType,st:RoadwayLightingCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for a kind of roadway illumination.,,,,,,
st,RoadwayNumberLanesCodeSimpleType,st:RoadwayNumberLanesCodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for number of through lanes on the side-road approaches at intersection including all lanes with through movement (through and left-turn, or through and rightturn) but not exclusive turn lanes.",st,RoadwayNumberLanesCodeType,st:RoadwayNumberLanesCodeType,,,
st,RoadwayNumberLanesCodeType,st:RoadwayNumberLanesCodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for number of through lanes on the side-road approaches at intersection including all lanes with through movement (through and left-turn, or through and rightturn) but not exclusive turn lanes.",,,,,,
st,RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeSimpleType,st:RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for Centerline Presence/Type on the roadway surface to guide or control the path followed by drivers.,st,RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeType,st:RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeType,,,
st,RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeType,st:RoadwayPavementLongitudinalMarkingCenterlinePresenceCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for Centerline Presence/Type on the roadway surface to guide or control the path followed by drivers.,,,,,,
st,RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeSimpleType,st:RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for Edgeline Presence/Type on the roadway surface to guide or control the path followed by drivers.,st,RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeType,st:RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeType,,,
st,RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeType,st:RoadwayPavementLongitudinalMarkingEdgeLinePresenceCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for Edgeline Presence/Type on the roadway surface to guide or control the path followed by drivers.,,,,,,
st,RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeSimpleType,st:RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data Type for Lane Line Markings used on the roadway surface to guide or control the path followed by drivers.,st,RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeType,st:RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeType,,,
st,RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeType,st:RoadwayPavementLongitudinalMarkingLaneLineMarkingsCodeType,CSC,FALSE,FALSE,FALSE,,,,A data Type for Lane Line Markings used on the roadway surface to guide or control the path followed by drivers.,,,,,,
st,RoadWayPresenceBicycleFacilityCodeSimpleType,st:RoadWayPresenceBicycleFacilityCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for indication whether a facility is designated for the exclusive use of bicycles or are to be shared with other transportation modes.,st,RoadWayPresenceBicycleFacilityCodeType,st:RoadWayPresenceBicycleFacilityCodeType,,,
st,RoadWayPresenceBicycleFacilityCodeType,st:RoadWayPresenceBicycleFacilityCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for indication whether a facility is designated for the exclusive use of bicycles or are to be shared with other transportation modes.,,,,,,
st,RoadWayPresenceBicycleSignedBicycleRouteCodeSimpleType,st:RoadWayPresenceBicycleSignedBicycleRouteCodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for any road, path, or way which is specifically designated as being open to bicycle travel.",st,RoadWayPresenceBicycleSignedBicycleRouteCodeType,st:RoadWayPresenceBicycleSignedBicycleRouteCodeType,,,
st,RoadWayPresenceBicycleSignedBicycleRouteCodeType,st:RoadWayPresenceBicycleSignedBicycleRouteCodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for any road, path, or way which is specifically designated as being open to bicycle travel.",,,,,,
it,RoleOfOrganizationCategoryType,it:RoleOfOrganizationCategoryType,CCC,FALSE,FALSE,FALSE,,,,A data type for the role played by the Party/Organization in the given context of a transaction,,,,,,
itcodes,RoleOfPartyCategoryCodeSimpleType,itcodes:RoleOfPartyCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for the category of role played by the Party/Organization in the given context of a transaction,itcodes,RoleOfPartyCategoryCodeType,itcodes:RoleOfPartyCategoryCodeType,,,
itcodes,RoleOfPartyCategoryCodeType,itcodes:RoleOfPartyCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for the role played by the Party/Organization in the given context of a transaction.,,,,,,
em,RosterType,em:RosterType,CCC,FALSE,FALSE,FALSE,,,,A data type for a structure defining a Roster list,,,,,,
biom,RulerScalePresenceInformationType,biom:RulerScalePresenceInformationType,CCC,FALSE,FALSE,FALSE,,,,A data type for the optional field allows the user to state whether a ruler or other known scale is present in the image.,,,,,,
biom,RulerScaleUnitCodeSimpleType,biom:RulerScaleUnitCodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for a unit of measurement visible on the ruler or
  measurement scale.",biom,RulerScaleUnitCodeType,biom:RulerScaleUnitCodeType,,,
biom,RulerScaleUnitCodeType,biom:RulerScaleUnitCodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for a unit of measurement visible on the ruler or
  measurement scale.",,,,,,
j,SanctionType,j:SanctionType,CCC,FALSE,FALSE,FALSE,,,,A data type for a sanction or penalty ordered for a subject as a result of a disposition of a charge.,,,,nc,ActivityType,nc:ActivityType
scr,ScaleUnitCategoryCodeSimpleType,scr:ScaleUnitCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type describing the kinds of measurement unit scales being used,scr,ScaleUnitCategoryCodeType,scr:ScaleUnitCategoryCodeType,,,
scr,ScaleUnitCategoryCodeType,scr:ScaleUnitCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type describing the kinds of measurement unit scales being used,,,,,,
biom,ScaleUnitsCodeSimpleType,biom:ScaleUnitsCodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for a sampling frequency unit designator, pixels per inch, or pixels per centimeter",biom,ScaleUnitsCodeType,biom:ScaleUnitsCodeType,,,
biom,ScaleUnitsCodeType,biom:ScaleUnitsCodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for a sampling frequency unit designator, pixels per inch, or pixels per centimeter",,,,,,
cbrn,ScanIdentificationType,cbrn:ScanIdentificationType,CCC,FALSE,FALSE,FALSE,,,,A data type that provides identification data about a scan.,,,,cbrn,RemarksComplexObjectType,cbrn:RemarksComplexObjectType
biom,ScanningResolutionCategoryCodeSimpleType,biom:ScanningResolutionCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for an indication of whether minimal (nominal) or native scanning resolution applies to a biometric image.,biom,ScanningResolutionCategoryCodeType,biom:ScanningResolutionCategoryCodeType,,,
scr,ScanningResolutionCategoryCodeSimpleType,scr:ScanningResolutionCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for an indication of whether minimal (nominal) or native scanning resolution applies to a biometric image.,,,,,,
biom,ScanningResolutionCategoryCodeType,biom:ScanningResolutionCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for an indication of whether minimal (nominal) or native scanning resolution applies to a biometric image.,,,,,,
cbrncl,ScanQualityCodeSimpleType,cbrncl:ScanQualityCodeSimpleType,S,FALSE,FALSE,FALSE,,,,"A data type for the quality of the data collected by an encounter device in performing a scan of an item of interest, as perceived by the operator.",cbrncl,ScanQualityCodeType,cbrncl:ScanQualityCodeType,,,
cbrncl,ScanQualityCodeType,cbrncl:ScanQualityCodeType,CSC,FALSE,FALSE,FALSE,,,,"A data type for the quality of the data collected by an encounter device in performing a scan of an item of interest, as perceived by the operator.",,,,,,
cbrn,ScheduleByWeekDayType,cbrn:ScheduleByWeekDayType,CCC,FALSE,FALSE,FALSE,,,,A data type for a schedule where the hours are not the same for all weekdays.,,,,cbrn,RemarksComplexObjectType,cbrn:RemarksComplexObjectType
cbrn,ScheduleByWeekType,cbrn:ScheduleByWeekType,CCC,FALSE,FALSE,FALSE,,,,A data type for a schedule where the hours are the same for all weekdays.,,,,cbrn,RemarksComplexObjectType,cbrn:RemarksComplexObjectType
nc,ScheduleDayType,nc:ScheduleDayType,CCC,FALSE,FALSE,FALSE,,,,A data type for a plan or agenda for the activities of a day.,,,,,,
nc,ScheduleType,nc:ScheduleType,CCC,FALSE,FALSE,FALSE,,,,"A data type for a schedule providing the beginning and ending hours of operation by weekday, for a designated time period.",,,,,,
cyfs,SchoolAttendanceIssueCategoryCodeSimpleType,cyfs:SchoolAttendanceIssueCategoryCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for describing types of school attendance issues.,cyfs,SchoolAttendanceIssueCategoryCodeType,cyfs:SchoolAttendanceIssueCategoryCodeType,,,
cyfs,SchoolAttendanceIssueCategoryCodeType,cyfs:SchoolAttendanceIssueCategoryCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for describing types of school attendance issues.,,,,,,
cyfs,SchoolAttendanceIssueType,cyfs:SchoolAttendanceIssueType,CCC,FALSE,FALSE,FALSE,,,,A data type for information about issues relating to school attendance.,,,,nc,ActivityType,nc:ActivityType
cyfs,SchoolClassLetterGradeCodeSimpleType,cyfs:SchoolClassLetterGradeCodeSimpleType,S,FALSE,FALSE,FALSE,,,,A data type for describing different letter grades assigned for a school class.,cyfs,SchoolClassLetterGradeCodeType,cyfs:SchoolClassLetterGradeCodeType,,,
cyfs,SchoolClassLetterGradeCodeType,cyfs:SchoolClassLetterGradeCodeType,CSC,FALSE,FALSE,FALSE,,,,A data type for describing different letter grades assigned for a school class.,,,,,,
cyfs,SchoolClassType,cyfs:SchoolClassType,CCC,FALSE,FALSE,FALSE,,,,A data type for information about specific school classes.,,,,,,
cyfs,SchoolExpulsionType,cyfs:SchoolExpulsionType,CCC,FALSE,FALSE,FALSE,,,,A data type for information about an expulsion from school.,,,,nc,ActivityType,nc:ActivityType
cyfs,SchoolResourceOfficerEducationOrganizationAssociationType,cyfs:SchoolResourceOfficerEducationOrganizationAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association relating an education organization to a school resource officer.,,,,nc,AssociationType,nc:AssociationType
cyfs,SchoolScheduleType,cyfs:SchoolScheduleType,CCC,FALSE,FALSE,FALSE,,,,"A data type for information about school classes, rather than details about a single class.",,,,,,
cyfs,SchoolStudentAssociationType,cyfs:SchoolStudentAssociationType,CCC,FALSE,FALSE,FALSE,,,,A data type for an association between a student and a school attended.,,,,nc,PersonOrganizationAssociationType,nc:PersonOrganizationAssociationType
scr,ScreenedAlienType,scr:ScreenedAlienType,CCC,FALSE,FALSE,FALSE,,,,A data type for additional information about an Alien being screened.,,,,,,
scr,ScreeningArrivalType,scr:ScreeningArrivalType,CCC,FALSE,FALSE,FALSE,,,,A data type for an encounter representing the entry of a Person or Conveyance into the United States,,,,,,
scr,ScreeningDepartureType,scr:ScreeningDepartureType,CCC,FALSE,FALSE,FALSE,,,,A data type for information concerning a PERSON or Conveyance exiting from the United States,,,,,,
scr,ScreeningPersonType,scr:ScreeningPersonType,CCC,FALSE,FALSE,FALSE,,,,A data type for additional information about Persons being Screened,,,,,,
scr,ScreeningProcessType,scr:ScreeningProcessType,CCC,FALSE,FALSE,FALSE,,,,A data type that specifies the service requester transaction performance metrics information.,,,,nc,ActivityType,nc:ActivityType
scr,ScreeningTECSRecordInfoType,scr:ScreeningTECSRecordInfoType,CCC,FALSE,FALSE,FALSE,,,,A data type for the Screening record information received from the CBP Traveler Encounter Compliance System (TECS).,,,,,,
scr,ScreeningTravelDocumentType,scr:ScreeningTravelDocumentType,CCC,FALSE,FALSE,FALSE,,,,A data type for information about a screening Travel Document,,,,scr,TravelDocumentType,scr:TravelDocumentType
